#Chrome:bin	Samp_count	Bin_corrected_coefficient
chr11:134	244	1.02529795120789
chr6:739	244	1.02762776913658
chr7:1059	244	0.982286822134819
chr2:2612	244	1.07893636693712
chr22:687	244	0.935365913021616
chr14:409	244	0.778432724627887
chr13:523	244	1.15218831544545
chr4:3050	244	1.02652766836484
chr10:543	244	0.870792111038127
chr17:1250	244	1.15645145599974
chr5:1635	244	1.03946968192477
chr2:3994	244	1.10184708488441
chr2:1279	244	1.06689752452017
chr4:420	244	0.906146095140166
chr7:1970	244	0.99591597734488
chr6:1632	244	1.10474278971078
chr2:2880	244	0.848577217071287
chr1:2591	244	0.872758667817864
chr4:2972	244	1.06549299442024
chr7:1857	244	1.06105260404455
chr16:138	244	1.06116205215861
chr9:633	244	1.23799018519091
chr3:2268	244	0.88283104115539
chr2:1664	244	0.951012607892989
chr6:818	244	0.891830283801049
chr5:2052	244	1.03965360536843
chr21:269	244	1.05276597253503
chr17:937	244	0.931031440455528
chr8:245	244	0.917439023010869
chr7:1075	244	0.625663808767296
chr16:1003	244	1.03765458543791
chr4:176	244	1.02073438184258
chr11:2020	244	1.00952700805506
chr3:1743	244	1.06779691673244
chr21:366	244	1.02463492156669
chr12:2175	244	1.11783203684193
chr11:89	244	0.986071877811529
chr3:285	244	1.0961085391351
chr2:2125	244	1.12172019626727
chr6:177	244	1.05295029756256
chr6:886	244	1.07629082398457
chr8:508	244	0.988290865861665
chr7:672	244	0.923855044923718
chr21:381	244	0.992135281988555
chr1:2681	244	0.96794348490089
chr10:746	244	1.06621582718432
chr21:317	244	1.00840960241588
chr6:612	244	1.06091115382371
chr14:707	244	0.972145128392457
chrY:143	154	0.0674932993312373
chr15:661	244	1.07072126473071
chr2:2563	244	1.03609633304546
chr2:2433	244	1.06799591964745
chr14:1158	244	0.951722729194079
chr2:1051	244	1.02153646766634
chr9:1425	244	1.09003290123231
chr6:1350	244	1.08480222187897
chr1:3589	244	1.02789664764405
chr6:364	244	0.935429360469197
chrY:294	155	0.0582606639950972
chr20:37	244	1.10453340579285
chr19:801	244	0.943406500653028
chr9:2290	244	1.06762988059937
chr16:303	244	0.923628165729231
chr19:337	244	0.933970372279669
chr9:78	244	0.89741295667035
chr5:909	244	0.987606619873927
chr17:1099	244	0.878911326074099
chr14:538	244	0.950017988621873
chr4:1770	244	1.01845938631108
chr15:783	244	1.06594290683157
chr5:2031	244	0.934916917891879
chr5:2199	244	0.996783666096189
chr3:2130	244	0.962098582155471
chrX:974	99	1.1405389352114
chr22:574	244	1.06106601748262
chr10:1856	244	1.03696636311571
chr5:1609	244	0.962844724930264
chr5:576	244	1.12244180125348
chr9:2247	244	1.08686740592444
chr7:705	244	1.10974259523685
chr14:515	244	1.08113700668802
chr3:373	244	1.05448703790908
chr15:432	244	1.16702397497041
chr6:2435	244	0.99739435772637
chr19:863	244	1.06698197042473
chr1:3056	244	1.11258023717629
chr5:2904	244	1.07206452235587
chr2:454	244	1.03355227168465
chr4:2992	244	1.02377060345855
chr4:652	244	0.962613162435612
chr8:2029	244	1.10535265312819
chr9:199	244	0.948314586325742
chr21:296	244	1.08177984403796
chr19:176	244	0.82224427464077
chr12:1601	244	0.968948155311163
chr10:2103	244	0.967260720952132
chr11:2214	244	1.1113346634875
chrY:440	8	0.00800427574488556
chr10:917	244	1.0105988637523
chr11:1088	244	0.621503612523808
chr2:2547	244	1.0008881561051
chr8:1104	244	1.13133197676848
chr7:1944	244	0.955520910303179
chr5:2681	244	1.10932522042235
chr4:1392	244	1.06236145516461
chr2:300	244	1.06166741339662
chr6:2469	244	1.00598467786611
chr11:2099	244	1.08058417695443
chr10:1593	244	1.14109717051678
chr4:2616	244	1.04790845756214
chr2:2498	244	1.11852814952839
chr5:1061	244	0.972996558248632
chr8:847	244	0.969026747170534
chr22:821	244	1.10132185537237
chr9:1780	244	1.05923197386536
chrX:2324	99	0.962196818017123
chr14:1219	244	1.15323581288992
chr1:4043	244	0.878571695196492
chr11:1854	244	1.17951931176452
chr8:199	244	0.178630125069802
chr5:2531	244	1.12686693738341
chr5:1078	244	0.936514570485217
chr14:1752	244	1.07494194397001
chr6:2008	244	1.02343077907261
chrX:133	99	1.09252215649253
chr10:845	244	1.04809145264523
chr17:95	244	1.17799513891737
chr2:3228	244	1.09729745789424
chrX:2477	99	0.866672368236418
chrX:2029	99	0.936284618368554
chr12:757	244	1.10723748631543
chr5:2339	244	0.968615571943392
chr3:2358	244	0.93247654252203
chr11:634	244	1.03868977487552
chr2:3206	244	1.05616138326775
chr3:577	244	1.05531278233878
chr4:781	244	0.989748993195013
chr21:514	244	0.9644045719584
chr18:841	244	1.06416511744311
chr12:190	244	1.04956048740321
chrX:1750	99	1.08832979217348
chr12:1066	244	0.653020006492049
chr7:2496	244	0.280452159452021
chr8:209	244	0.370338003967161
chr13:882	244	0.41879923954252
chr9:2009	244	1.09094897359706
chr4:2308	244	1.01583117661896
chr3:1922	244	1.14660349214423
chr8:401	244	1.12131161018981
chr4:701	244	0.949008618632359
chr12:2114	244	0.929655357880837
chr11:1882	244	1.10095466855375
chr6:1425	244	1.02207640088774
chr4:221	244	1.06658917657335
chr7:2131	244	1.10878769233016
chr7:958	244	0.975614552851148
chr3:1910	244	1.10646528391174
chrX:1717	99	1.18485229662873
chr11:1436	244	1.12619515666869
chr11:1301	244	0.982338189165188
chr13:1604	244	1.03579815349562
chr3:2984	244	0.961400958066868
chrX:1617	99	1.09187338254223
chr10:2256	244	1.02838832421258
chr9:1515	244	1.057030074868
chrX:1426	99	0.891335505651527
chr2:1194	244	0.985108257631165
chr5:2954	235	0.046314955120756
chrY:394	156	0.0528597471006573
chr4:593	244	1.01149705621927
chr6:2552	244	1.10859337766503
chr16:1176	244	0.949571089725702
chr9:1917	244	0.945699756558548
chr1:3605	244	1.02948825347873
chr21:692	244	1.03901439970063
chr13:1584	244	1.00574771917453
chr8:1191	244	0.994303732865403
chr13:605	244	1.13054082213511
chr10:1657	244	0.92838572310652
chr10:1049	244	1.17101856909198
chr4:804	244	0.953023393845593
chr14:1444	244	1.04442849784517
chr7:298	244	1.02616640264901
chr16:238	244	1.07091020762233
chr6:119	244	0.866001631870669
chr19:642	244	1.03862323674769
chr12:1945	244	0.939005691729873
chr10:1506	244	1.10404969734357
chr4:1746	244	0.935524614431617
chr10:1466	244	1.24664446549401
chr6:753	244	0.997391253968915
chr4:1776	244	1.10086414852676
chr5:2740	244	0.96870432627187
chr9:2340	244	1.00395404257531
chr3:3108	244	0.981709771193474
chr18:93	244	1.07678561034712
chr2:1673	244	1.01106373998814
chr1:3133	244	1.04848084982734
chr4:367	244	1.08089082355783
chr18:925	244	1.0018073404855
chr8:1016	244	1.06727935818273
chr7:399	244	1.05319241564078
chr13:1351	244	1.02466792058939
chr2:1916	244	1.14045466645309
chr1:2873	244	1.09652115612759
chr1:23	244	0.848931253484707
chr5:1339	244	0.994877092639342
chr7:728	244	0.916502387967234
chr7:1263	244	0.864384277530896
chr5:1654	244	0.83649475128948
chr10:1535	244	0.954731432162533
chr10:1288	244	1.06902126715958
chrX:2316	99	0.990158555711134
chr6:1260	244	0.958144363609186
chr5:1851	244	1.08554137435487
chr7:1613	244	0.899274782084585
chr12:488	244	0.9826146641396
chr4:546	244	0.96023298014455
chr13:1659	244	1.12727101990016
chr10:722	244	0.805765426375596
chr7:2238	244	1.12296053635878
chr3:2825	244	0.896013469377614
chr2:1162	244	1.03830300504831
chr12:635	244	1.22833001110761
chr2:2339	244	0.907181394529427
chr17:1177	244	1.15142136026551
chr7:2364	244	0.962666909437581
chr4:1321	244	1.03937816112497
chr7:1437	244	0.89248136446236
chr14:1627	244	1.25929913730052
chr7:2487	244	0.882645950058034
chr6:294	244	0.856023615782725
chr5:1987	244	1.04978595519919
chr4:2878	244	1.04039565789444
chr19:256	244	0.871117583664767
chr1:596	244	0.849722158971816
chr3:1216	244	0.967239110622175
chr3:122	244	1.06254019456199
chr1:1024	244	1.08396760906715
chr10:476	244	0.962016567970598
chr6:1959	244	0.928314623190078
chr6:1088	244	0.93522552781633
chr12:481	244	0.950693290670911
chr7:330	244	1.08234795675206
chr8:1200	244	1.10047293037119
chr11:1310	244	1.23207295397745
chr8:325	244	1.06553619380207
chr3:2859	244	0.971672671810495
chr14:1416	244	1.07011233300015
chr4:2130	244	0.886708325419897
chr5:2333	244	0.860874988731595
chr11:2071	244	1.0097562909056
chr5:2847	244	0.910151907205957
chrX:1703	99	0.941727732158094
chr6:1222	244	0.973023044099402
chr9:1341	244	1.00498520022342
chr5:2783	244	1.14473213825847
chr13:1292	244	1.08384413145973
chr1:1221	244	1.09586376058216
chr15:1062	244	1.10713750525937
chr10:790	227	0.0382386392690235
chr9:2188	244	0.881421299065004
chr2:2064	244	1.08836906904059
chr9:1676	244	1.18698940976773
chr1:368	244	0.92418688733274
chr6:1217	244	1.10616300846266
chr1:3956	244	1.06736191154364
chr7:2058	244	0.970868782659503
chr17:453	244	0.782902480605019
chr14:843	244	0.887624694856644
chr13:480	244	0.961591875279298
chr1:1895	244	1.03631120363544
chr7:115	244	0.389960314565243
chr4:463	244	1.07181015387916
chr2:819	244	1.22575895473408
chr10:1934	244	1.19518337048102
chr19:877	244	0.901707307075149
chr6:2072	244	1.0842691552657
chr1:1800	244	1.22097447308851
chr9:2011	244	1.1266337554991
chr2:2058	244	1.05956239081675
chr13:1774	244	1.04860901955221
chr8:1627	244	1.04410924335037
chr1:2759	244	1.19468194452404
chr15:1559	244	0.911178851982688
chr18:1069	244	1.01255035968105
chr13:923	244	0.985684045416054
chr5:943	244	0.932479934840519
chr8:1008	244	0.95339902222891
chr12:2090	244	0.806753983084863
chr5:648	244	0.96089754851592
chr11:1894	244	1.06373204837553
chrX:1384	99	0.812379734843626
chr5:84	244	1.08221115178544
chrX:1905	99	1.06176367936017
chr8:214	244	1.04953327487603
chr5:1846	244	1.05966414289902
chr19:7	244	0.826711249906459
chr16:336	244	1.1347763400661
chr9:394	244	1.13469610735098
chr3:554	244	1.00852776865693
chr4:2032	244	1.04016165876309
chr1:933	244	1.06370234119951
chr3:1590	244	0.92111730493238
chr2:1295	244	1.07064248654984
chrX:633	99	1.16947586030704
chrX:1392	99	1.05731415454401
chr20:711	244	1.20141165512467
chr5:2011	244	1.04208445168806
chr18:974	244	1.03802289439165
chr20:368	244	0.957372113573446
chr3:1753	244	1.03641849516033
chr15:871	244	0.969914411666617
chr7:1368	244	0.981641404239705
chr21:436	244	1.03001543036071
chr4:240	244	1.16903505816795
chr1:2531	244	0.959731295158519
chrX:24	99	0.706131823000044
chr1:268	244	0.987727430956703
chr12:1962	244	1.07418099272811
chr19:37	244	0.916755788482111
chr5:1921	244	1.05927380793304
chr12:1563	244	0.891918159601541
chr1:810	244	1.0834401483114
chr17:462	244	0.846813845757194
chr7:514	244	1.12648602811
chr3:2913	244	1.12141945162101
chr18:1242	244	0.953969820060273
chr2:379	244	1.17198493896944
chr3:412	244	1.03189756540563
chr15:1115	244	1.04933938323863
chr2:1069	244	0.961252149451138
chr6:483	244	0.910726469678478
chr2:1810	244	1.04246226456301
chr1:716	244	0.944992753734738
chr10:1703	244	0.862386569646578
chr7:1550	244	0.9271358351766
chr1:2658	244	0.952798640615976
chr5:1167	26	0.0115446695052303
chr18:393	244	1.09484963815295
chr15:1366	244	1.01907888622238
chr20:597	244	0.935350326421649
chr6:574	244	0.926584953387607
chr10:1346	244	1.25584299677409
chr7:2010	244	0.993618439579873
chr15:1509	244	0.845384567826315
chr17:594	244	1.01444942230433
chr11:400	244	1.00240124174186
chr2:729	244	1.0370406049312
chr3:1114	244	1.12082803623565
chr3:872	244	0.80699358183076
chrX:946	99	0.82945617620555
chr11:1586	244	1.09284057687977
chr13:1597	244	1.00385906565447
chr6:1623	244	1.05547285841271
chr5:142	244	1.06583028182996
chr1:1032	244	1.12379430103402
chr9:378	244	1.00482853870843
chr20:193	244	1.09496796543961
chr3:492	244	1.06396246621517
chr1:3652	244	1.11237760659843
chr6:2767	244	1.06797590777735
chr10:900	244	0.896575403827634
chr2:2863	244	0.985882609008329
chr1:301	244	1.25052220349039
chr1:43	244	1.00809651659671
chr2:477	244	1.08142319292485
chr5:1416	244	0.82631614168393
chr6:1164	244	1.01671377422083
chr18:457	244	0.986928401868146
chr4:1710	244	1.10549928348353
chr19:686	244	0.832635359133356
chr10:612	244	0.927455008524418
chr3:3178	244	0.947016237399407
chr12:951	244	0.789944835185179
chr6:918	244	1.0024132741549
chr15:1501	244	1.15447069910183
chr9:1330	244	0.966279350400187
chr6:386	244	1.05713043466866
chr17:636	244	0.935895899165678
chr2:280	244	1.01943115948332
chr7:2375	244	1.02042390906689
chr2:3428	244	1.03228806919197
chr19:918	244	1.0108902789975
chr6:2209	244	1.00328031529507
chr5:545	244	1.12918141329515
chr13:787	244	1.01354940947626
chr5:1539	244	1.07564105966437
chr3:1805	244	1.10094266040934
chr22:445	244	1.2608664751685
chr15:459	244	1.05786246507575
chr3:190	244	1.02918925108903
chr10:1642	244	0.837792148799636
chr2:1424	244	1.21584150486075
chr1:459	244	0.839777305652388
chr3:1004	244	1.10877114280243
chrX:2549	99	1.02105354360169
chr22:730	244	1.06094687156368
chr12:2168	244	1.15661787848925
chr1:1585	244	1.17521299775081
chr13:1142	244	0.898926390545285
chr2:2102	244	0.889253572753477
chrX:2371	99	1.0145143254451
chr2:4	244	1.01970569308523
chr3:298	244	1.03953715462176
chr15:516	244	0.333743168896035
chr13:1015	244	1.07694313919295
chr2:3026	244	1.05223965886286
chr4:1517	244	1.10296748452732
chr17:514	244	0.912325221731168
chr2:831	244	1.09805852904821
chr11:1515	244	1.03694517639549
chr4:1708	244	1.03366752660139
chr3:2520	244	1.12750621798642
chr11:2067	244	1.05681514179524
chr12:1493	244	0.96230009212535
chr1:557	244	0.956748580410836
chr17:614	244	0.866877001614637
chr6:2834	244	0.983785227684498
chr4:1849	244	0.978725517010711
chrX:1910	99	1.03681629343372
chr11:1619	244	1.05204897629391
chr10:1158	244	0.891928522183052
chr22:757	244	1.18536885862943
chr2:569	244	1.05589342776758
chr11:1954	244	0.959099800991359
chr2:3042	244	1.1017134186942
chr1:1785	244	1.019290214957
chr11:471	244	0.847104681978187
chr1:3110	244	0.943623324658723
chr9:465	244	1.13280720703413
chr6:1742	244	0.991187753583357
chr4:1636	244	1.05131447110941
chr14:848	244	0.960016448734158
chr6:1744	244	1.06786908588942
chr6:696	244	0.97486170482451
chr12:1676	244	0.886659534745443
chr16:375	220	0.0310983482417485
chr1:2513	244	0.826119717876482
chr10:2169	244	1.21815111593748
chr2:2793	244	0.916383363879448
chr4:1447	244	0.976367536230843
chr6:2191	244	0.937074129769735
chrX:1822	99	0.985183418361792
chr20:323	244	1.14975048220932
chr15:955	244	0.983839039678464
chr15:680	244	0.99464998259179
chr13:493	244	1.03852591199583
chr2:613	244	1.11609793396758
chr1:3695	244	1.12484194988083
chr5:1462	244	1.06285592385549
chr17:498	244	1.03694241232367
chr9:1735	244	1.00623638727355
chr2:359	244	1.15905127815674
chr11:330	244	1.21036765280582
chr2:2194	244	1.03033126321754
chr1:567	244	1.19379912592223
chr4:1524	244	0.930108923397463
chr2:2878	244	0.922912333914127
chr5:2354	244	1.13546198704653
chr2:1995	244	1.04119376438374
chr2:2581	244	1.02672151825244
chr2:1312	244	0.958925381550693
chr18:1073	244	1.03876172771224
chr13:395	244	1.03535385786444
chrY:378	152	0.0501325150659132
chr17:485	244	0.553537324369056
chr12:27	244	1.11211735046336
chr9:1302	244	1.13629296463977
chr5:1629	244	0.956887516931137
chr5:764	244	0.890212580810759
chr5:1458	244	1.00424983127348
chr1:4136	244	0.902170328872333
chr17:917	244	0.9199611097998
chr6:453	244	0.921192887702921
chr20:570	244	0.945751277809761
chr6:1561	244	1.0665832331849
chr17:32	244	1.04210383052968
chr20:155	244	1.09203645469284
chr1:2983	244	0.984486898150787
chr18:584	244	1.28847118319189
chr4:1546	244	0.910294883679574
chr18:1202	244	1.21901291842924
chrX:256	99	1.00882069229101
chr9:178	244	1.02978973709846
chr19:13	244	0.907331536860252
chr1:1238	244	1.0337578382601
chr15:837	244	1.08159585965689
chr3:1350	244	0.964347245047436
chr19:818	244	0.859270007387002
chr2:2919	244	0.88570910297897
chr12:1843	244	0.925691550979907
chr8:2083	244	1.18817428894058
chr8:533	244	1.09259165459432
chr17:640	244	0.755505289905201
chr1:452	244	0.922056845012377
chr16:410	244	0.810872110221576
chr11:98	244	1.01193362687867
chr6:2809	244	1.19877279191359
chr6:2607	244	1.08848924691425
chr3:2784	244	0.97124961246726
chr6:2295	244	1.17651572020808
chr2:1873	244	0.18356855701577
chrX:1143	99	0.927757779698726
chr17:530	244	1.15829509460677
chr4:679	244	0.893012812764112
chr1:3673	244	0.983449704574596
chr5:2704	244	1.01267323390511
chr2:2348	244	1.03226975127239
chr6:34	244	1.04732065204311
chr5:1974	244	0.871255666772417
chr2:3748	244	1.02619366979394
chr2:3539	244	1.09923494582617
chr1:366	244	1.14453411479421
chr11:828	244	0.737465181390562
chr7:2169	244	0.967473967597535
chr14:754	244	1.14143156298349
chr10:400	244	0.99910621059806
chr9:291	244	1.05443754132164
chr16:341	243	0.823700688951553
chr2:3842	244	1.11559705731809
chr2:1607	244	1.00639128586903
chr10:1686	244	1.16851962888894
chrX:500	99	1.05146002635165
chr2:3474	244	0.900414126244739
chr6:359	244	1.09447046385305
chr17:358	244	0.964047260933225
chr14:1186	244	1.07334396428055
chr4:3118	244	0.923796698010891
chr2:3601	244	0.984641521219626
chr21:588	244	1.13177445806189
chr10:1180	244	0.885037998740633
chr16:1022	244	1.04984218657094
chr10:281	244	0.93517319932806
chr4:2498	244	1.11543024841147
chr10:1070	244	1.15895475157758
chr6:2594	244	0.999776195731761
chr14:609	244	1.1177490183258
chr10:1226	244	0.956163695315759
chr4:1150	244	0.968383342176392
chr12:2216	244	1.04905835987548
chr12:147	244	0.960500569297432
chr9:1691	244	1.24633174061487
chr21:747	244	1.3306592549707
chr1:2546	244	1.13104325587769
